cell_id,CD3D,CD3E,TRAC,IL7R,CCR7,GZMB,NKG7,PDCD1,LAG3,MS4A1,CD79A,CD79B,BANK1,MZB1,XBP1,JCHAIN,LYZ,LST1,S100A8,S100A9,FCN1,IL1B,TNF,MKI67,TOP2A,STMN1,ACTB,GAPDH,RPLP0,B2M,MALAT1
Cell_0598,0,1,0,0,0,1,0,0,1,1,3,7,2,3,10,7,1,0,0,0,0,1,0,1,0,0,3,4,3,1,2
Cell_0599,0,0,0,0,0,0,0,0,0,0,5,3,1,7,6,3,3,0,0,0,1,2,0,1,1,0,1,1,2,3,3
Cell_0600,0,0,0,0,0,2,0,0,0,0,5,3,1,8,2,2,2,0,1,0,1,0,1,0,0,0,2,0,1,5,1
Cell_0601,0,0,0,0,0,0,0,0,0,0,3,3,1,1,3,5,0,0,1,0,0,0,0,0,1,0,1,4,0,3,1
Cell_0602,0,0,0,0,1,1,0,0,0,1,10,5,0,0,6,9,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1
Cell_0603,0,0,0,0,0,1,0,0,0,2,6,3,0,4,6,8,0,0,0,1,0,0,1,1,0,0,1,3,2,1,3
Cell_0604,0,0,1,0,0,0,0,1,0,1,4,5,1,5,5,4,0,0,0,0,0,0,0,0,0,0,1,2,1,5,4
Cell_0605,0,0,1,0,0,0,1,0,0,0,5,3,0,3,3,5,1,0,2,0,0,0,0,0,0,0,0,0,1,2,1
Cell_0606,0,3,0,1,0,1,0,1,0,1,12,8,3,7,13,8,2,0,0,0,0,1,0,0,0,0,4,4,3,6,8
Cell_0607,0,0,0,0,0,4,0,1,1,3,7,13,4,7,10,9,0,0,3,0,0,0,2,1,0,0,3,8,3,8,1
Cell_0608,0,0,1,0,0,0,0,0,0,0,0,6,1,2,6,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
Cell_0609,0,0,0,0,0,1,0,2,1,0,10,6,4,4,6,9,1,0,0,0,0,0,1,0,0,0,1,3,1,2,2
Cell_0610,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,4,7,3,5,0,0,1,0,0,4,5,5,5,1
Cell_0611,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,7,4,4,0,1,0,0,0,4,5,6,2,3
Cell_0612,2,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,5,2,6,3,5,1,0,0,0,0,3,0,4,3,0
Cell_0613,2,1,1,1,0,1,2,1,0,0,1,2,0,2,0,0,8,6,13,7,15,0,2,1,0,0,4,4,3,3,2
Cell_0614,3,0,2,2,1,0,0,1,0,0,0,1,0,1,0,0,3,5,8,4,8,0,1,0,3,0,0,5,0,5,3
Cell_0615,3,0,0,1,0,0,0,0,0,0,1,3,0,0,2,0,11,8,10,12,11,0,0,1,0,2,4,4,2,1,2
Cell_0616,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,8,5,4,6,3,0,0,0,1,0,1,3,1,2,0
Cell_0617,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,7,2,11,6,1,0,0,0,1,2,4,3,3,1
Cell_0618,1,0,1,2,0,0,1,1,0,0,1,1,0,0,0,0,11,5,2,6,12,3,1,0,1,0,1,4,2,3,4
Cell_0619,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,8,4,4,1,0,0,0,0,2,5,0,3,4,3
Cell_0620,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,4,2,7,3,0,0,0,0,0,0,0,3,0,0
Cell_0621,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,9,7,10,13,7,1,3,0,1,0,0,10,7,0,1
Cell_0622,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,8,3,3,0,0,0,0,0,1,0,3,2,0
Cell_0623,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,8,6,6,8,7,2,0,1,1,2,0,2,3,3,1
Cell_0624,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,6,3,10,7,9,4,1,0,1,0,1,3,2,2,1
Cell_0625,3,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,15,12,9,6,7,0,0,0,1,0,3,1,5,3,5
Cell_0626,1,0,1,1,0,0,3,2,0,0,0,1,0,0,0,0,11,17,6,13,10,1,1,0,1,2,3,2,6,6,3
Cell_0627,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,2,5,1,3,1,0,0,0,0,0,2,0,3,2
Cell_0628,0,0,1,2,0,0,0,1,1,0,0,2,0,1,0,1,14,7,11,3,4,1,0,0,1,2,1,3,2,1,0
Cell_0629,0,0,2,4,0,0,1,1,0,0,1,0,0,1,0,0,6,9,6,12,4,2,0,0,0,0,4,5,3,0,1
Cell_0630,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,11,5,4,4,3,0,0,1,1,1,1,0,2,0,1
Cell_0631,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,6,2,6,8,0,0,1,2,0,5,3,1,2,2
Cell_0632,3,0,0,2,0,0,1,0,0,0,1,1,1,0,0,0,6,1,11,4,8,2,0,1,3,1,3,6,5,2,4
Cell_0633,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,7,5,2,3,0,0,0,0,0,0,1,2,1,2
Cell_0634,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,6,8,4,6,0,0,0,0,2,2,5,3,3,1
Cell_0635,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,4,7,4,7,7,0,1,0,0,1,2,2,1,4,3
Cell_0636,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,5,8,4,4,1,0,1,0,0,2,4,2,2,1
Cell_0637,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,9,7,11,8,9,0,1,0,2,1,2,7,3,1,2
Cell_0638,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,7,1,5,6,1,0,0,0,0,1,1,2,4,1,2
Cell_0639,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,2,5,3,6,0,0,0,0,0,4,0,2,4,1
Cell_0640,0,0,0,1,0,0,3,0,0,1,1,1,0,0,0,0,7,10,8,12,5,0,0,0,0,0,5,6,4,2,2
Cell_0641,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,7,5,6,5,5,0,2,0,0,1,5,3,2,0,1
Cell_0642,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,6,11,7,6,6,0,0,0,1,0,2,1,3,1,2
Cell_0643,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,3,2,7,0,1,0,0,0,0,2,5,0,2
Cell_0644,3,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,6,6,6,7,10,0,2,0,1,0,3,2,2,3,0
Cell_0645,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,6,6,10,8,1,1,0,1,0,4,3,2,7,1
Cell_0646,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,5,3,4,4,5,0,1,0,1,0,0,3,1,2,1
Cell_0647,2,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,10,7,6,5,8,1,1,1,0,0,1,4,1,3,0
Cell_0648,3,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,6,8,3,4,4,0,0,0,0,0,2,0,2,1,2
Cell_0649,1,0,1,3,0,0,1,1,0,1,1,0,0,0,0,0,10,12,10,11,7,1,0,0,0,1,2,1,2,1,3
Cell_0650,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,4,6,5,2,4,1,1,0,0,0,1,1,2,3,1
Cell_0651,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,7,7,3,0,1,1,0,0,4,3,3,2,0
Cell_0652,1,2,1,0,0,0,0,2,0,1,0,2,0,1,1,0,10,8,6,5,2,1,0,2,0,0,0,3,5,1,2
Cell_0653,5,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,3,8,9,13,13,1,3,1,0,1,2,1,3,4,1
Cell_0654,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,11,9,3,2,7,1,0,0,1,1,1,1,3,1,4
Cell_0655,3,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,8,6,5,8,11,0,1,0,0,1,4,2,2,3,1
Cell_0656,1,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,5,4,5,3,6,0,0,1,0,0,3,2,3,2,1
Cell_0657,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,6,3,4,5,0,0,0,1,2,0,1,0,1,2,1
Cell_0658,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,4,4,0,0,1,0,0,1,3,1,2,1
Cell_0659,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,7,1,7,0,0,0,1,0,0,1,2,2,0
Cell_0660,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,2,2,1,5,0,0,0,0,0,0,2,0,3,2
Cell_0661,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,8,2,4,3,0,0,0,1,1,1,2,1,2,1
Cell_0662,1,0,0,2,0,0,2,1,0,0,0,0,0,1,0,0,1,9,8,12,8,3,0,1,2,1,3,3,2,1,1
Cell_0663,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,8,6,2,5,1,0,0,0,0,0,2,2,2,1
Cell_0664,3,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,4,6,5,4,2,0,0,1,0,2,2,2,4,2,0
Cell_0665,2,0,0,3,0,0,0,1,0,0,1,1,1,0,1,0,13,7,8,8,9,0,0,0,0,0,2,4,1,4,1
Cell_0666,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,10,8,6,10,5,2,2,0,1,1,1,2,3,4,4
Cell_0667,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,4,3,5,2,7,1,0,0,0,0,4,1,3,2,0
Cell_0668,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,6,7,3,0,1,0,1,0,2,3,1,0,0
Cell_0669,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,2,8,6,8,0,1,1,0,1,2,4,2,3,1
Cell_0670,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,6,4,2,5,4,3,0,0,0,0,2,1,5,1,2
Cell_0671,2,0,0,3,0,0,0,0,0,1,0,2,1,0,0,0,11,5,13,7,8,0,0,1,0,1,3,1,1,3,2
Cell_0672,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,7,14,12,7,11,1,0,1,0,0,4,3,3,2,0
Cell_0673,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,9,3,4,8,3,0,1,0,0,0,0,3,3,1,0
Cell_0674,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,4,4,3,5,3,0,3,0,2,1,4,4,2,2,2
Cell_0675,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,1,3,1,0,1,0,1,1,1,4,4,1,1
Cell_0676,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,6,5,3,5,4,2,0,0,0,0,0,3,2,1,3
Cell_0677,0,0,1,2,0,0,1,1,0,0,1,1,0,0,0,0,4,10,3,3,11,1,1,0,0,0,3,3,4,1,2
Cell_0678,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10,6,4,5,0,0,1,0,0,0,1,1,3,1,1
Cell_0679,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,8,9,1,8,4,1,1,0,2,2,2,0,0,1,0
Cell_0680,4,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,6,12,5,3,8,1,0,0,0,0,0,6,7,2,4
Cell_0681,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,3,6,8,6,10,1,0,0,1,0,4,5,3,4,4
Cell_0682,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,6,5,4,5,5,1,0,3,0,0,1,1,2,0,1
Cell_0683,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,6,3,3,6,0,1,0,0,0,1,4,1,1,0
Cell_0684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,4,5,4,0,0,0,1,0,0,1,0,1,2
Cell_0685,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,5,5,5,3,0,1,0,1,0,1,1,1,0,3
Cell_0686,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,4,8,5,5,8,0,0,0,0,1,4,6,2,1,3
Cell_0687,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,7,6,7,10,3,1,0,0,0,2,3,6,1,0
Cell_0688,1,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,10,8,4,4,2,0,0,2,0,0,1,2,10,3,2
Cell_0689,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,7,4,3,5,4,2,1,0,0,0,2,0,2,1,2
Cell_0690,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,7,7,9,7,6,0,0,2,0,1,3,5,2,1,2
Cell_0691,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,9,8,10,5,3,0,0,0,0,0,2,1,4,2,2
Cell_0692,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,7,3,4,7,7,0,0,0,0,0,1,2,1,1,0
Cell_0693,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,6,4,1,0,0,0,0,1,2,3,1,2
Cell_0694,2,0,0,3,0,0,0,0,0,1,0,2,0,2,0,0,10,9,11,8,11,0,0,0,0,1,0,3,7,1,6
Cell_0695,2,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,5,5,6,2,5,1,0,0,0,0,1,3,2,2,1
Cell_0696,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,2,3,5,6,0,1,1,1,0,1,0,1,2,1
Cell_0697,3,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,8,9,8,1,8,0,2,1,1,0,4,1,3,1,2
Cell_0698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,3,3,3,1,0,0,0,1,1,0,1,0,1
Cell_0699,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,8,2,8,2,1,0,1,0,0,0,2,3,2,2
Cell_0700,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8,8,5,9,7,0,2,0,0,1,3,2,3,4,2
Cell_0701,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,3,4,2,2,1,0,2,0,0,0,3,0,1,1,0
Cell_0702,2,0,1,2,0,0,2,0,0,0,1,2,0,1,0,0,12,17,13,11,8,2,1,2,0,0,3,3,5,2,2
Cell_0703,2,0,0,0,0,0,0,1,0,2,1,1,1,0,0,0,6,3,7,8,5,1,0,2,1,0,1,1,2,2,2
Cell_0704,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,7,1,4,7,6,1,0,0,0,0,0,6,0,3,1
Cell_0705,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,7,9,2,4,0,1,0,1,2,2,1,3,2,1
Cell_0706,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,4,6,7,5,3,0,0,0,0,0,2,2,0,1,1
Cell_0707,0,0,0,1,0,0,1,3,0,1,0,1,0,0,0,0,9,8,2,7,5,0,1,0,0,0,3,3,1,2,2
Cell_0708,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5,7,8,7,2,0,0,1,2,0,1,1,5,2,2
Cell_0709,2,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,7,9,3,6,3,1,1,0,1,0,3,3,2,3,0
Cell_0710,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,4,4,5,3,2,0,0,1,0,1,4,4,3,0
Cell_0711,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,8,6,6,6,9,0,1,1,1,0,3,4,0,1,0
Cell_0712,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,1,6,0,0,0,0,0,2,2,2,1,4
Cell_0713,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,6,7,1,7,1,0,0,0,0,2,2,3,1,1
Cell_0714,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,7,3,4,2,0,1,0,0,0,2,2,2,1,0
Cell_0715,1,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,8,6,3,6,2,0,0,1,2,0,2,4,5,6,2
Cell_0716,1,0,1,1,0,0,1,1,0,0,0,2,0,0,0,0,3,2,4,5,2,0,0,0,0,0,1,2,2,1,2
Cell_0717,1,0,0,0,0,0,0,0,0,2,1,1,1,2,1,1,4,7,13,9,6,0,1,1,0,0,3,3,3,6,3
Cell_0718,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,3,10,6,4,7,1,0,0,0,0,2,0,1,4,2
Cell_0719,0,0,0,1,0,0,1,0,0,0,0,2,0,2,0,1,7,4,4,1,6,0,1,0,1,0,1,3,3,3,0
Cell_0720,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,9,6,9,9,4,0,1,1,1,1,1,6,2,2,0
Cell_0721,1,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,5,8,4,9,5,0,1,0,0,0,2,3,0,1,2
Cell_0722,0,0,2,2,0,0,0,1,0,1,0,1,0,0,1,0,3,6,8,1,2,1,0,0,0,0,3,3,5,1,2
Cell_0723,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,5,2,5,6,8,0,0,0,1,0,1,1,1,0,1
Cell_0724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,5,5,1,0,1,0,0,4,1,2,1,2
Cell_0725,2,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,5,6,7,10,6,0,2,3,1,0,1,0,2,5,4
Cell_0726,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,8,10,9,2,5,1,0,0,1,0,5,0,2,4,2
Cell_0727,5,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,8,6,8,5,3,2,1,0,1,1,4,3,2,2,4
Cell_0728,0,0,0,1,0,0,1,1,0,0,3,1,1,1,0,0,9,5,7,7,5,0,0,1,0,0,3,3,1,2,3
Cell_0729,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5,7,8,4,9,1,0,0,0,0,0,2,4,0,1
Cell_0730,0,1,0,0,0,0,3,1,0,0,3,0,1,0,0,0,13,11,8,9,9,1,1,1,1,0,3,3,3,1,1
Cell_0731,3,0,1,1,0,0,2,0,1,0,0,2,0,0,0,0,6,5,4,9,7,1,2,0,1,1,3,2,2,3,0
Cell_0732,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,10,3,9,8,5,0,0,0,0,0,2,3,2,3,0
Cell_0733,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,10,6,5,7,1,0,0,0,2,1,3,6,2,4
Cell_0734,2,0,0,2,0,0,1,0,0,1,0,2,0,1,0,0,6,6,11,6,3,2,1,1,0,2,0,3,3,2,1
Cell_0735,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,7,6,6,0,1,1,0,0,1,0,2,0,1
Cell_0736,3,0,1,1,0,0,0,1,1,0,0,4,0,0,0,0,6,9,7,3,5,1,0,1,1,0,2,3,5,2,3
Cell_0737,2,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,5,7,0,9,7,0,0,0,0,1,3,0,2,4,2
Cell_0738,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,3,9,4,4,0,0,1,0,0,2,2,0,3,0
Cell_0739,0,0,0,2,0,0,0,1,0,1,2,0,0,1,1,0,7,6,2,13,8,0,0,1,0,1,5,2,6,1,5
Cell_0740,1,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,3,9,5,5,1,1,1,0,2,0,3,3,2,1,1
Cell_0741,1,0,1,5,0,0,0,1,0,0,1,2,0,0,0,0,9,7,8,6,4,0,0,0,0,0,2,1,6,3,2
Cell_0742,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,5,5,4,8,3,0,1,0,0,0,1,1,2,1,1
Cell_0743,3,0,1,3,0,0,1,1,0,0,0,1,3,0,0,0,13,4,14,11,13,0,0,0,2,0,3,4,2,1,2
Cell_0744,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2,0,3,0,3,0,1,1,0,0,3,2,0,0,1
Cell_0745,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,6,3,4,11,0,2,0,0,1,2,2,5,1,2
Cell_0746,1,1,0,0,0,0,1,0,0,1,0,3,0,1,0,0,6,6,6,7,10,0,1,1,0,2,2,3,5,2,1
Cell_0747,5,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,10,9,10,9,8,2,0,0,1,0,0,5,4,3,3
Cell_0748,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,4,5,4,3,3,1,0,0,1,0,0,2,2,4,1
Cell_0749,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,8,9,6,7,8,0,1,1,0,1,2,4,3,5,2
Cell_0750,2,0,0,1,0,1,0,0,1,0,2,3,0,0,0,0,10,12,8,12,6,1,0,0,2,0,11,3,3,2,1
Cell_0751,1,1,0,2,0,0,0,2,0,0,1,1,0,0,1,0,8,7,8,7,11,0,1,1,0,1,4,5,2,3,3
Cell_0752,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,5,5,4,6,0,1,0,0,1,3,0,1,2,0
Cell_0753,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,6,3,7,1,2,1,0,2,1,0,1,3,1,2,1
Cell_0754,0,0,0,2,0,0,1,1,0,0,1,0,1,0,0,0,8,7,1,6,4,0,1,0,0,0,5,2,4,3,2
Cell_0755,1,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,5,2,6,4,4,0,1,0,0,0,1,5,0,1,0
Cell_0756,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,9,3,3,4,4,1,0,0,0,1,1,2,2,3,3
Cell_0757,2,0,0,0,0,0,4,1,0,0,1,2,0,0,0,0,9,7,8,12,10,0,2,0,2,1,6,5,3,1,4
Cell_0758,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,1,0,0,1,1,0,2,0,2,2,0
Cell_0759,1,0,1,0,0,0,3,1,0,0,0,2,0,0,0,0,11,8,8,7,8,0,2,1,0,0,6,5,4,2,2
Cell_0760,0,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,7,5,3,6,0,5,4,0,0,1,4,3,0,2,3
Cell_0761,2,1,1,1,0,0,3,0,0,0,0,0,0,1,1,0,4,4,9,8,0,8,8,1,0,0,3,5,4,3,2
Cell_0762,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,3,6,7,5,0,5,6,2,0,1,3,4,3,1,2
Cell_0763,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,9,5,7,10,0,8,8,3,0,3,2,5,4,4,2
Cell_0764,2,1,2,1,0,1,1,0,1,2,0,0,1,4,0,0,10,6,12,5,0,12,8,2,0,2,1,3,1,3,2
Cell_0765,1,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,5,4,5,3,0,5,6,2,0,0,2,0,0,1,3
Cell_0766,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,5,3,0,3,7,0,0,0,0,1,1,0,3
Cell_0767,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,5,6,6,4,0,4,4,2,0,1,2,1,1,2,1
Cell_0768,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,1,5,2,2,3,0,4,4,0,0,0,2,1,3,3,0
Cell_0769,1,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,6,8,5,5,0,5,4,1,0,1,1,3,0,1,1
Cell_0770,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,5,3,10,15,0,6,11,1,0,0,6,0,3,2,2
Cell_0771,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,5,1,7,12,0,9,5,1,0,1,4,0,6,0,4
Cell_0772,0,1,1,0,0,0,0,0,0,1,1,0,0,2,1,0,4,8,3,5,0,1,4,1,0,2,1,1,0,0,2
Cell_0773,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,6,5,0,2,0,1,0,1,5,0,0,0,1
Cell_0774,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5,4,9,7,0,5,5,2,0,0,4,2,0,3,4
Cell_0775,0,2,0,1,0,1,0,0,0,5,1,0,0,1,0,0,5,4,2,7,1,5,9,1,1,0,4,3,0,1,1
Cell_0776,0,0,1,0,0,1,1,0,0,1,1,0,1,3,1,0,4,4,4,7,0,4,4,3,0,0,1,4,2,0,1
Cell_0777,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,9,7,6,7,0,7,12,1,0,2,1,4,6,3,4
Cell_0778,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,5,4,4,5,0,3,4,2,0,0,1,3,1,0,2
Cell_0779,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,4,4,5,4,0,6,4,1,0,0,2,2,1,3,3
Cell_0780,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,4,4,4,5,0,6,6,3,0,1,1,2,3,0,0
Cell_0781,0,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0,10,6,10,6,0,10,2,2,0,3,3,2,3,1,4
Cell_0782,1,1,1,3,0,0,0,0,0,2,0,0,0,1,0,0,7,2,3,2,0,8,5,4,0,1,1,2,0,0,2
Cell_0783,0,1,2,1,0,1,0,0,0,1,0,0,0,3,0,0,5,4,10,4,0,2,4,3,0,1,2,2,2,0,1
Cell_0784,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,5,3,1,0,3,3,0,2,2,0,0,0,3,1
Cell_0785,0,1,1,0,0,0,0,0,0,1,1,1,0,2,1,0,5,9,3,8,0,9,8,2,0,0,1,3,2,2,4
Cell_0786,1,1,0,1,0,0,1,0,0,2,1,0,0,1,0,0,9,8,7,9,0,8,12,0,0,0,1,1,1,2,2
Cell_0787,1,1,1,1,0,2,1,0,0,3,0,0,0,0,1,0,5,5,7,4,0,5,10,0,0,2,2,1,2,1,0
Cell_0788,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,2,7,3,2,0,4,3,0,0,0,0,5,0,0,1
Cell_0789,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,0,3,6,6,1,0,7,9,1,0,0,5,2,1,2,0
Cell_0790,1,0,2,1,0,0,2,0,0,0,0,1,0,0,2,0,4,5,2,4,0,11,3,0,0,0,3,1,1,1,1
Cell_0791,0,0,1,1,1,0,1,0,0,3,0,0,1,3,0,0,8,12,10,10,0,9,5,1,0,1,1,2,2,2,1
Cell_0792,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,4,1,5,0,4,5,2,0,0,0,1,1,2,1
Cell_0793,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,4,5,6,4,0,3,5,0,0,1,2,1,2,1,1
Cell_0794,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,3,7,8,0,5,5,0,0,3,1,6,3,1,2
Cell_0795,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,4,5,9,0,5,3,1,0,0,1,2,0,1,1
Cell_0796,3,0,0,1,1,0,0,0,0,2,2,0,0,2,1,0,13,11,11,6,0,10,6,3,0,0,3,6,0,2,3
Cell_0797,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,7,5,3,5,0,8,6,0,0,0,2,6,1,3,2
